ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
17337843,crash,當機,,死機,2022-07-15
17337844,Mount Everest,聖母峰、埃佛勒斯峰,,珠穆朗瑪峰、珠峰,2022-07-15
17337845,El Nino,聖嬰現象,,厄爾尼諾現象,2022-07-15
17337846,brain storming,腦力激盪,,頭腦風暴,2022-07-15
17337847,resolution,解析度,,分辨率,2022-07-15
17337848,uninstall,解除安裝,,卸載,2022-07-15
17337849,decoder,解碼器,,譯碼器,2022-07-15
17337850,data,資料,,數據,2022-07-15
17337851,database,資料庫,,數據庫,2022-07-15
17337852,information,資訊,,信息,2022-07-15
17337853,line,路線,,線路,2022-07-15
17337854,authentic,道地,,地道,2022-07-15
17337855,avocado,酪梨,,鱷梨,2022-07-15
17337856,laser,雷射,,激光,2022-07-15
17337857,escalator,電扶梯,,手扶電梯,2022-07-15
17337858,computer,電腦,,電腦、計算機,2022-07-15
17337859,plasma tv,電漿電視,,等離子電視,2022-07-15
17337860,rice cooker,電鍋,,電飯煲,2022-07-15
17337861,bedding,寢具,,床上用品,2022-07-15
17337862,croquet,槌球,,門球,2022-07-15
17337863,disk,磁碟,,磁盤,2022-07-15
17337864,diskette,磁碟磁片,,軟盤,2022-07-15
17337865,channel,管道,,渠道,2022-07-15
17337866,broccoli,綠色花椰菜,,西蘭花,2022-07-15
17337867,Internet café,網咖,,網吧,2022-07-15
17337868,network,網路,,網絡,2022-07-15
17337869,Internet,網際網路,,互聯網、因特網,2022-07-15
17337870,pineapple,鳳梨,,菠蘿,2022-07-15
17337871,jet plane,噴射機,,噴氣式飛機,2022-07-15
17337872,broadband network,寬頻,,寬帶,2022-07-15
17337873,video,影片,,視頻,2022-07-15
17337874,copier,影印機,,複印機,2022-07-15
17337875,video,影音,,音像,2022-07-15
17337876,mousse,慕斯、慕絲,,摩絲,2022-07-15
17337877,billiard,撞球,,檯球,2022-07-15
17337878,digital Camera,數位相機,,數字相機、數碼相機,2022-07-15
17337879,DSLR(Digital Single Lens Reflex Camera),數位單眼相機,,數碼單反相機,2022-07-15
17337880,toilet paper,衛生紙,,廁紙,2022-07-15
17337881,sanitary pad,衛生棉,,衛生巾,2022-07-15
17337882,poster,壁報,,牆報,2022-07-15
17337883,burner,燒錄機,,刻錄機,2022-07-15
17337884,IC(integrated circuit),積體電路,,集成電路,2022-07-15
17337885,fluorescent,螢光,,熒光,2022-07-15
17337886,screen,螢光幕、螢幕,,熒屏、熒光屏、屏幕,2022-07-15
17337887,comedian,諧星,,笑星,2022-07-15
17337888,enter key,輸入鍵,,回車鍵,2022-07-15
17337889,video recording,錄影,,錄像,2022-07-15
17337890,U disk,隨身碟,,U盤、閃存盤,2022-07-15
17337891,yogurt,優格、優酪乳,,酸奶,2022-07-15
17337892,storage device,儲存設備,,存儲設備,2022-07-15
17337893,acrylic,壓克力,,有機玻璃,2022-07-15
17337894,dioxin,戴奧辛,,二噁英,2022-07-15
17337895,operation,營運,,運營,2022-07-15
17337896,tuna,鮪魚,,金槍魚、吞拿魚,2022-07-15
17337897,salmon,鮭魚,,三文魚,2022-07-15
17337898,punk,龐克族,,朋克族,2022-07-15
17337899,laminating machine,護貝機,,塑封機、過塑機,2022-07-15
17337900,RV (recreational vehicle),露營車,,房車,2022-07-15
17337901,campervan (camper van),露營車,,房車,2022-07-15
