ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
2455394,equivalent link,等效連桿；等質連桿；等量連桿,,等效构件,2015-09-16
2455395,equivalent mass,等效質量；相當質量,,等效质量,2015-09-16
2455396,moment of inertia,慣性矩,,转动惯量,2015-09-16
2455397,product of inertia,慣性積,,惯性积,2015-09-16
2455398,principal axis of inertia,慣性主軸線,,惯性主轴,2015-09-16
2455399,flywheel,飛輪,,飞轮,2015-09-16
2455400,governor,調速器,,调速器,2015-09-16
2455401,speed regulator,調速器,,调速器,2015-09-16
2455402,centrifugal governor,離心式調速器,,离心调速器,2015-09-16
2455403,balance of mechanism,機構的平衡,,机构的平衡,2015-09-16
2455404,static balance of rotor,轉子的靜態均衡；轉子的靜態平衡,,转子的静平衡,2015-09-16
2455405,dynamic balance of rotor,轉子的動態均衡；轉子的動態平衡,,转子的动平衡,2015-09-16
2455406,balance of machinery,機械的平衡；機器的平衡,,机械的平衡,2015-09-16
2455407,linkage mechanism,連桿機構,,连杆机构,2015-09-16
2455408,crank,曲柄；曲軸,,曲柄,2015-09-16
2455409,rocker,搖桿；搖動機件,,摇杆,2015-09-16
2455410,coupler,耦桿，離合器，聯軸器，耦合器，插頭聯接裝置，聯結器，偶合器，偶合劑，成色劑，聯結者，聯接器,,连杆,2015-09-16
2455411,floating link,浮桿,,连杆,2015-09-16
2455412,slider,滑件,,滑块,2015-09-16
2455413,guide bar，guide link,guide bar 導桿。,,导杆,2015-09-16
2455414,guide block,導塊,,导块,2015-09-16
2455415,four-bar mechanism,四連桿機構,,四杆机构,2015-09-16
2455416,crank-and-rocker mechanism,曲柄搖桿機構,,曲柄摇杆机构,2015-09-16
2455417,slider-crank mechanism,滑件曲柄機構,,曲柄滑块机构,2015-09-16
2455418,travel,行程,,行程,2015-09-16
2455419,cam,凸輪；轗,,凸轮,2015-09-16
2455420,rise travel,上升行程,,推程,2015-09-16
2455421,return voyage,回程,,回程,2015-09-16
2455422,nearest dwell angle,近休止角,,近休止角,2015-09-16
2455423,farthest dwell angle,遠接點閉角,,远休止角,2015-09-16
2455424,rigid shock,剛性衝擊,,刚性冲击,2015-09-16
2455425,soft shock,軟衝擊,,柔性冲击,2015-09-16
2455426,crossover,轉線路；跨越；交越,,跨越,2015-09-16
2455427,crossover shock,交越陡震；交換陡震,,跨越冲击,2015-09-16
2455428,screw mechanism,螺旋機構,,螺旋机构,2015-09-16
2455429,geneva wheel,間歇工作輪，星形輪,,槽轮,2015-09-16
2455430,pawl,爪；摯子；棘爪,,棘爪,2015-09-16
2455431,ratchet,棘輪,,棘轮,2015-09-16
2455432,latch,閂鎖搭扣；閂扣；門閂,,掣子,2015-09-16
2455433,stop,觸止；停止；止擋,,挡块,2015-09-16
2455434,differential mechanism,差動機構,,差动机构,2015-09-16
2455435,degrees of freedom,自由度,,自由度,2015-09-16
2455436,mechanical impedance,機械阻抗,,机械阻抗,2015-09-16
2455437,driving-point impedance,驅動點阻抗，輸入阻抗,,驱动点阻抗,2015-09-16
2455438,transfer impedance,傳遞阻抗,,传递阻抗,2015-09-16
2455439,mechanical mobility,機械速度響應；機械導納；機械動性,,机械导纳,2015-09-16
2455440,driving-point mobility,直接速度響應（振動）；驅動點移動率,,驱动点导纳,2015-09-16
2455441,transfer mobility,傳遞動性,,传递导纳,2015-09-16
2455442,mechanical vibration,機械振動,,机械振动,2015-09-16
2455443,mechanical shock,機械陡震,,机械冲击,2015-09-16
2455444,blast wave,衝擊波，爆炸波,,爆炸波,2015-09-16
2455445,shock wave,震波；陡震波,,冲击波,2015-09-16
2455446,vibration test,振動試驗,,振动试验,2015-09-16
2455447,resonance test,諧振試驗,,共振试验,2015-09-16
2455448,endurance test,持久試驗；耐航試驗,,耐振试验,2015-09-16
2455449,modal test,模態試驗,,模态试验,2015-09-16
2455450,shock test,抗震試驗；陡震試驗,,冲击试验,2015-09-16
2455451,velopment drawing,展開圖,,展开图,2015-09-16
2455452,format,格式；版式；型式,,图纸幅面,2015-09-16
2455454,lettering,字法；標記,,字体,2015-09-16
2455455,line,線；線路,,图线,2015-09-16
2455456,dimension,尺寸；維；度；次元；因次,,尺寸,2015-09-16
2455457,title block,標題；標題欄,,标题栏,2015-09-16
2455458,item block,項目塊,,明细栏,2015-09-16
2455459,border,圖廓；邊界；沿幕；邊線；布邊；衣襟；襪口；邊紋；林緣,,图框,2015-09-16
2455460,quadrant,象限；象限儀；扇形板,,分角,2015-09-16
2455461,first angle method,第一角法,,第一角画法,2015-09-16
2455462,third angle method,第三角法,,第三角画法,2015-09-16
2455463,projection method,射影法,,投影法,2015-09-16
2455464,projection,投影；射影；投射；放射；突起,,投影,2015-09-16
2455465,projection plane,投影平面,,投影面,2015-09-16
2455466,method of orthogonal projection,正交投影法。正射影法,,正投影法,2015-09-16
2455467,orthogonal projection,正交投影,,正投影,2015-09-16
2455468,oblique projection method,斜投影法,,斜投影法,2015-09-16
2455469,oblique projection,斜投影,,斜投影,2015-09-16
2455470,axonometric projection,不等角投影,,轴测投影,2015-09-16
2455471,perspective projection,透視；投影,,透视投影,2015-09-16
2455472,reflective projection,反射投影,,镜象投影,2015-09-16
2455473,indexed projection,標高投影,,标高投影,2015-09-16
2455474,drawing,圖；繪圖；拉製；抽製；引伸；回火；併條（紡織）,,图,2015-09-16
2455476,diagram,圖；線圖；圖表,,简图,2015-09-16
2455477,detail,細目；細節；細部；零件,,详图,2015-09-16
2455478,view,視圖；圖；視野,,视图,2015-09-16
2455479,front view,正視圖，前視圖,,主视图,2015-09-16
2455480,top view,俯視圖,,俯视图,2015-09-16
2455481,left view,左視圖,,左视图,2015-09-16
2455482,right view,右視，右視圖,,右视图,2015-09-16
2455483,bottom view,底視圖,,仰视图,2015-09-16
2455484,rear view,後視圖,,后视图,2015-09-16
2455485,drawing of partial enlargement,局部放大圖,,局部放大图,2015-09-16
2455486,section view,剖視圖,,剖视图,2015-09-16
2455487,section,剖面；截面,,剖面图,2015-09-16
2455488,axonometric drawing,立體正投影圖,,轴测图,2015-09-16
2455489,plan,平面圖；計畫,,平面图,2015-09-16
2455490,elevation,正視圖；高度；海拔；仰角；標高；高程,,立面图,2015-09-16
2455491,detail drawing,零件圖；詳圖；細部圖；分圖,,零件图,2015-09-16
2455492,assembly drawing,裝配圖，組合圖,,装配图,2015-09-16
2455493,model drawing,模型圖,,毛坯图,2015-09-16
2455494,lines plan,線型平面圖,,型线图,2015-09-16
2455495,tabular drawing,列表圖,,表格图,2015-09-16
2455496,blank drawing,毛坯圖；空白的繪圖,,空白图,2015-09-16
2455497,outline drawing,外形圖,,外形图,2015-09-16
2455498,installation drawing,裝置圖,,安装图,2015-09-16
2455499,piping drawing,管系圖,,管系图,2015-09-16
2455501,design drawing,設計圖,,设计图,2015-09-16
2455502,production drawing,製造用圖,,施工图,2015-09-16
2455503,general plan,總圖,,总布置图,2015-09-16
2455504,schematic diagram,示意圖,,原理图,2015-09-16
2455505,block diagram,方塊圖,,框图,2015-09-16
2455506,flow diagram,流程圖,,流程图,2015-09-16
2455507,circuit diagram,線路圖；電路圖,,电路图,2015-09-16
2455508,connection diagram,接線圖,,接线图,2015-09-16
2455509,logic diagram,邏輯圖,,逻辑图,2015-09-16
2455510,chart,圖，線圖，圖表，海圖,,表图,2015-09-16
2455511,sketch,草圖,,草图,2015-09-16
2455512,traced drawing,描圖,,底图,2015-09-16
2455513,duplicate,副本；複製品；複件,,复制图,2015-09-16
2455514,hole,孔,,孔,2015-09-16
2455515,shaft,軸；升降井；礦井；爐頸,,轴,2015-09-16
2455516,basic size,基本尺寸（基本大小）,,基本尺寸,2015-09-16
2455517,actual size,實際尺寸，實際大小,,实际尺寸,2015-09-16
2455518,limits of size,尺寸極限,,极限尺寸,2015-09-16
2455519,deviation,偏差；尺寸差；偏向；偏角；羅差；自差；偏航,,尺寸偏差,2015-09-16
2455520,upper deviation,上偏差，上尺寸差,,上偏差,2015-09-16
2455521,lower deviation,下偏差，下尺寸差,,下偏差,2015-09-16
2455522,limit deviation,極限偏差,,极限偏差,2015-09-16
2455523,actual deviation,實際偏差,,实际偏差,2015-09-16
2455524,fundamental deviation,基本偏差,,基本偏差,2015-09-16
2455525,fit,配合；接合,,配合,2015-09-16
2455526,clearance,間隙，餘隙，淨空，航管批答,,间隙,2015-09-16
2455527,interference,干涉；干擾,,过盈,2015-09-16
2455528,size tolerance,尺寸公差,,尺寸公差,2015-09-16
2455529,form tolerance,形狀公差,,形状公差,2015-09-16
2455530,position tolerance,位置公差,,位置公差,2015-09-16
2455531,orientation tolerance,方位公差,,定向公差,2015-09-16
2455532,locational tolerance,定位公差,,定位公差,2015-09-16
2455533,runout tolerance,偏轉公差,,跳动公差,2015-09-16
2455534,zero line,零位線,,零线,2015-09-16
2455535,tolerance zone,公差區,,公差带,2015-09-16
2455536,standard tolerance,標準公差,,标准公差,2015-09-16
2455537,fundamental tolerance,基本公差,,标准公差,2015-09-16
2455538,standard tolerance unit,公差單位,,公差单位,2015-09-16
2455539,tolerance grade,公差等級,,公差等级,2015-09-16
2455540,fit tolerance,配合公差,,配合公差,2015-09-16
2455541,tolerance on fit,配合公差,,配合公差,2015-09-16
2455542,basic hole system,基孔制,,基孔制,2015-09-16
2455543,basic hole,基孔,,基准孔,2015-09-16
2455544,basic shaft system,基軸制,,基轴制,2015-09-16
2455545,basic shaft,主軸；基軸,,基准轴,2015-09-16
2455546,fatigue,疲勞；疲乏,,疲劳,2015-09-16
2455547,high-cycle fatigue,高頻疲勞,,高周疲劳,2015-09-16
2455548,low-cycle fatigue,低週疲勞,,低周疲劳,2015-09-16
2455549,high-temperature fatigue,高溫疲勞,,高温疲劳,2015-09-16
2455550,low-temperature fatigue,低溫疲勞,,低温疲劳,2015-09-16
2455551,heat fatigue,熱疲勞,,热疲劳,2015-09-16
2455552,multi-impulse fatigue,多脈衝疲勞,,多冲疲劳,2015-09-16
2455553,contact fatigue,接觸疲勞,,接触疲劳,2015-09-16
2455554,corrosion fatigue,腐蝕疲勞；銹蝕疲勞,,腐蚀疲劳,2015-09-16
2455555,fretting fatigue,磨損疲勞；磨蝕疲勞；磨耗疲勞,,微动疲劳,2015-09-16
2455556,acoustic fatigue,噪音疲勞，聲響疲勞,,声疲劳,2015-09-16
2455557,fatigue strength,疲勞強度,,疲劳强度,2015-09-16
2455558,fatigue limit,疲勞限界；疲勞極限,,疲劳极限,2015-09-16
2455559,fatigue life,疲勞壽命,,疲劳寿命,2015-09-16
2455560,fatigue damage,疲勞損傷,,疲劳损伤,2015-09-16
2455561,fatigue test,疲勞試驗,,疲劳试验,2015-09-16
2455562,fatigue test,疲勞試驗,,疲劳试样,2015-09-16
2455563,reliability,可靠度；可靠性,,可靠性,2015-09-16
2455564,tribology,摩潤學,,摩擦学,2015-09-16
2455565,friction,摩擦，摩擦力,,摩擦,2015-09-16
2455566,wear,磨耗,,磨损,2015-09-16
2455567,lubrication,潤滑,,润滑,2015-09-16
2455568,sliding,滑動,,滑动,2015-09-16
2455569,rolling,滾轉；滾動；滾製,,滚动,2015-09-16
2455570,friction work,摩擦功,,摩擦功,2015-09-16
2455571,friction power,摩擦功率；摩擦動力,,摩擦功率,2015-09-16
2455572,running-in,試車，試運轉，跑合，配研，試轉,,磨合,2015-09-16
2455573,heat spot,熱點,,热斑,2015-09-16
2455574,burning,燃燒；燒著,,烧伤,2015-09-16
2455575,sweating,出汗；軟焊,,发汗,2015-09-16
2455576,friction material,摩擦材料,,摩擦材料,2015-09-16
2455577,normal wear,正常磨損；正常磨耗,,正常磨损,2015-09-16
2455578,mild wear,柔軟磨損；適度磨損,,轻微磨损,2015-09-16
2455579,severe wear,嚴重磨損,,严重磨损,2015-09-16
2455580,catastrophic wear,毀滅性磨損,,毁坏性磨损,2015-09-16
2455581,dry wear,乾磨損,,干磨损,2015-09-16
2455582,mechanical wear,機械磨損,,机械磨损,2015-09-16
2455583,mechano-chemical wear,機械化學磨損,,机械化学磨损,2015-09-16
2455584,abrasion,磨損，磨耗，剝蝕,,磨料磨损,2015-09-16
2455585,abrasive wear,磨蝕，磨損,,磨料磨损,2015-09-16
2455586,abrasive particle,磨料顆粒,,磨粒,2015-09-16
2455587,ploughing,花筒刮傷,,犁沟,2015-09-16
2455588,plowing,水上滑行；艏突部,,犁沟,2015-09-16
2455589,adhesion,附著力，黏著力，黏著,,黏着,2015-09-16
2455590,spalling,崩蝕；剝落,,剥落,2015-09-16
2455591,transfer,轉機，轉換，轉移,,转移,2015-09-16
2455592,cold weld,冷焊,,冷焊,2015-09-16
2455593,smearing,塗抹,,涂抹,2015-09-16
2455594,scoring,計分，記分，總譜法，壓折機，冰擦作用，刮傷，冰擦作用，擦蝕作用,,划伤,2015-09-16
2455595,scuffing,括損；［氣缸］拖磨,,划伤,2015-09-16
2455596,scratching,畫痕,,擦伤,2015-09-16
2455597,seizure,熔執,,咬死,2015-09-16
2455598,pitting,麻點；點蝕；孔蝕,,剥蚀,2015-09-16
2455599,fluting,冰蝕槽；槽蝕作用,,沟蚀,2015-09-16
2455600,bleeding,分供，放氣，放水，瀝出（鑄造），出血,,渗析,2015-09-16
2455601,varnish,清漆；亮光漆,,漆膜,2015-09-16
2455602,thermal wedge,熱楔,,热楔,2015-09-16
2455603,air hammer,氣槍槌,,气击,2015-09-16
2455604,corrosion,腐蝕；侵蝕；銹蝕,,腐蚀,2015-09-16
2455605,erosion effect,腐蝕效應；腐蝕作用。腐蝕效應,,腐蚀效应,2015-09-16
2455606,corrosion system,腐蝕系統；腐蝕體系,,腐蚀体系,2015-09-16
2455607,corrosive agent,腐蝕劑,,腐蚀剂,2015-09-16
2455608,corrosion damage,腐蝕損傷；腐蝕損壞,,腐蚀损伤,2015-09-16
2455609,corrosion depth,腐蝕深度,,腐蚀深度,2015-09-16
2455610,corrosiveness,腐蝕性,,腐蚀性,2015-09-16
2455611,corrosion resistance,耐銹蝕性,,耐蚀性,2015-09-16
2455612,corrosion protection,防蝕,,防蚀,2015-09-16
2455613,chemical corrosion,化學侵蝕，化學腐蝕,,化学腐蚀,2015-09-16
2455614,electrochemical corrosion,電化腐蝕；電化學腐蝕,,电化学腐蚀,2015-09-16
2455615,gaseous corrosion,氣體腐蝕,,气体腐蚀,2015-09-16
2455616,atmospheric corrosion,大氣腐蝕,,大气腐蚀,2015-09-16
2455617,microbial corrosion,微生物腐蝕,,微生物腐蚀,2015-09-16
2455618,marine corrosion,海洋腐蝕；海水腐蝕,,海洋腐蚀,2015-09-16
2455619,soil corrosion,土壤腐蝕,,土壤腐蚀,2015-09-16
2455620,uniform corrosion,均勻腐蝕,,均匀腐蚀,2015-09-16
2455621,localized corrosion,局部性腐蝕,,局部腐蚀,2015-09-16
2455622,groovy corrosion,溝狀腐蝕,,沟状腐蚀,2015-09-16
2455623,pitting corrosion,斑蝕,,点蚀,2015-09-16
2455624,crevice corrosion,間隙腐蝕,,缝隙腐蚀,2015-09-16
2455625,deposit corrosion,沉積腐蝕；沈積侵蝕,,沉积物腐蚀,2015-09-16
2455626,water-line corrosion,水線腐蝕,,水线腐蚀,2015-09-16
2455627,ring-form corrosion,環形腐蝕,,环形腐蚀,2015-09-16
2455628,selective corrosion,選擇腐蝕,,选择性腐蚀,2015-09-16
2455629,erosion-corrosion,沖蝕-腐蝕；沖蝕腐蝕,,磨损腐蚀,2015-09-16
2455630,cavitation corrosion,空洞腐蝕；空泡浸蝕,,空蚀,2015-09-16
2455631,season cracking,季裂,,季裂,2015-09-16
2455632,crazing,細裂痕；使成裂紋,,龟裂,2015-09-16
2455633,passivation,鈍化,,钝化,2015-09-16
2455634,passive state,被動狀態，鈍態,,钝态,2015-09-16
2455635,transpassive state,過鈍態,,过钝态,2015-09-16
2455636,pin,銷；針,,销,2015-09-16
2455637,rivet,鉚釘,,铆钉,2015-09-16
2455638,coupling,聯結器；管接頭；聯軸器,,联轴器,2015-09-16
2455639,clutch,離合器,,离合器,2015-09-16
2455640,brake,煞車；制動器,,制动器,2015-09-16
2455641,bearing,軸承，方位，航向,,轴承,2015-09-16
2455642,spring,彈簧；水源,,弹簧,2015-09-16
2455643,flange,凸緣；輪緣（鐵路）；法蘭,,法兰,2015-09-16
2455644,transmission ratio,傳動比，傳輸比，速比，透射比,,传动比,2015-09-16
2455645,speed changing,變速,,变速,2015-09-16
2455646,mechanical drive,機械驅動,,机械传动,2015-09-16
2455647,worm drive,蝸桿驅動,,蜗杆传动,2015-09-16
2455648,worm,蝸桿,,蜗杆,2015-09-16
2455649,worm wheel,蝸輪,,蜗轮,2015-09-16
2455650,worm gear pair,蝸齒輪對,,蜗杆副,2015-09-16
2455651,cylindrical worm,圓柱蜗杆,,圆柱蜗杆,2015-09-16
2455652,cylindrical worm gear pair,圓柱蝸桿對,,圆柱蜗杆副,2015-09-16
2455653,enveloping worm,環面蝸桿; 球面蝸桿,,环面蜗杆,2015-09-16
2455654,toroid worm gear pair，enveloping worm gear pair,環面蝸桿對,,环面蜗杆副,2015-09-16
2455655,spiroid,錐蝸桿,,锥蜗杆,2015-09-16
2455656,spiroid gear,錐蝸齒輪,,锥蜗轮,2015-09-16
2455657,spiroid gear pair,錐蝸齒輪對,,锥蜗杆副,2015-09-16
2455658,basic worm,基準蝸桿,,基准蜗杆,2015-09-16
2455659,straight sided axial worm,軸向直廓蝸桿；阿基米德圓柱蝸桿,,阿基米德蜗杆,2015-09-16
2455660,involute helicoid worm,漸開線蝸桿,,渐开线蜗杆,2015-09-16
2455661,belt drive,皮帶驅動,,带传动,2015-09-16
2455662,flat belt drive,平皮帶驅動,,平带传动,2015-09-16
2455663,V-belt drive,三角皮帶驅動；三角皮帶傳動,,V带传动,2015-09-16
2455664,round belt drive,圓皮帶驅動,,圆带传动,2015-09-16
2455665,synchronous belt drive,同步皮帶驅動,,同步带传动,2015-09-16
2455666,open-belt drive,開放式皮帶驅動器,,开口传动,2015-09-16
2455667,cross-belt drive,交叉帶傳動,,交叉传动,2015-09-16
2455668,quarter-twist belt drive,半交叉帶傳動,,半交叉传动,2015-09-16
2455669,flat belt,平皮帶,,平带,2015-09-16
2455670,V-belt,三角皮帶,,V带,2015-09-16
2455671,round belt,圓皮帶,,圆带,2015-09-16
2455672,chain drive,鏈驅動；鏈條傳動,,链传动,2015-09-16
2455673,chain,鏈，鏈條,,链条,2015-09-16
2455674,roller chain,滾子鏈,,滚子链,2015-09-16
2455675,cranked link chain,曲柄連接鏈；彎板鏈,,弯板链,2015-09-16
2455676,bush chain,套筒鏈,,套筒链,2015-09-16
2455677,leaf chain,板式鏈,,板式链,2015-09-16
2455678,block chain,塊環鏈；滑車鏈,,块链,2015-09-16
2455679,inverted tooth chain,倒齒鍊,,齿形链,2015-09-16
2455680,pintle chain,銷鏈,,销合链,2015-09-16
2455681,hinge type flattop chain,鉸鏈式平頂鏈,,平顶链,2015-09-16
2455682,detachable less chain,可拆鏈,,易拆链,2015-09-16
2455683,detachable chain,活鉤鏈,,可拆链,2015-09-16
2455684,side bow roller chain,側弓滾子鏈,,侧弯链,2015-09-16
2455685,transmission chain,傳動鏈,,传动链,2015-09-16
2455686,conveyor chain,運送鏈，輸送鏈,,输送链,2015-09-16
2455687,drag chain,牽鏈；覆土鏈；制動鏈,,拉曳链,2015-09-16
2455688,wrench chain,扳手鏈,,管钳链,2015-09-16
2455689,link plate,鏈板,,链板,2015-09-16
2455690,screw drive,螺旋傳動,,螺旋传动,2015-09-16
2455691,screw,螺旋；螺釘；螺絲；螺桿,,螺杆,2015-09-16
2455692,ball screw shaft,滾珠螺桿軸,,滚珠丝杠,2015-09-16
2455693,friction wheel drive,摩擦輪驅動,,摩擦轮传动,2015-09-16
2455694,pump,泵,,泵,2015-09-16
2455695,hydraulic pump,液壓泵,,液压泵,2015-09-16
2455696,gear pump,齒輪泵,,齿轮泵,2015-09-16
2455697,plunger pump,柱塞泵,,柱塞泵,2015-09-16
2455698,vane pump,輪葉泵,,叶轮泵,2015-09-16
2455699,screw pump,螺旋泵,,螺杆泵,2015-09-16
2455700,hydraulic actuator,液壓致動器,,液压执行元件,2015-09-16
2455701,hydraulic motor,液壓馬達,,液压马达,2015-09-16
2455702,hydraulic cylinder,液壓缸,,液压缸,2015-09-16
2455703,valve,閥；氣門,,阀,2015-09-16
2455704,reversing valve,回動閥,,换向阀,2015-09-16
2455705,solenoid valve,電磁閥,,电磁阀,2015-09-16
2455706,control valve,控制閥,,控制阀,2015-09-16
2455707,directional control valve,方向控制閥,,方向控制阀,2015-09-16
2455708,check valve,止回閥，防逆瓣,,单向阀,2015-09-16
2455709,unidirectional valve,單向閥,,单向阀,2015-09-16
2455710,non-return valve,止回閥,,单向阀,2015-09-16
2455711,solenoid operated directional valve,螺線管操作方向閥，電磁操作方向閥,,电磁换向阀,2015-09-16
2455712,hydraulic directional valve,液壓方向閥,,液压换向阀,2015-09-16
2455713,pressure control valve,壓力控制閥,,压力控制阀,2015-09-16
2455714,"reducing valve, pressure reducing valve",減壓閥,,减压阀,2015-09-16
2455715,sequence valve,順序閥,,顺序阀,2015-09-16
2455716,priority valve,優先活門,,顺序阀,2015-09-16
2455717,cartridge valve,插裝閥,,插装阀,2015-09-16
2455718,spool valve,線軸閥；短管閥,,滑阀,2015-09-16
2455719,pressure relief valve,洩壓閥；釋壓瓣；釋壓閥,,溢流阀,2015-09-16
2455720,overflow valve,溢流閥,,溢流阀,2015-09-16
2455721,flow control valve,流量控制閥,,流量控制阀,2015-09-16
2455722,proportional control valve,比例控制閥,,比例控制阀,2015-09-16
2455723,proportional flow control valve,比例式流量閥,,比例流量阀,2015-09-16
2455724,throttle valve,節流閥,,节流阀,2015-09-16
2455725,speed control valve,速度控制閥,,调速阀,2015-09-16
2455726,hydrodynamic drive,流體動力驅動；水力驅動,,液力传动,2015-09-16
2455727,hydrodynamic unit,液力元件,,液力元件,2015-09-16
2455728,fluid coupling,液壓聯軸器，液體配合，液力傳動器 ; 流體聯結器，流體承接器,,液力偶合器,2015-09-16
2455729,hydrodynamic retarder,汳體動力減速器；液體動力延遲器,,液力缓速器,2015-09-16
2455730,blade wheel,葉輪,,叶轮,2015-09-16
2455731,centrifugal wheel,離心輪,,离心叶轮,2015-09-16
2455732,centripetal wheel,向心輪,,向心叶轮,2015-09-16
2455733,axial wheel,軸輪,,轴流叶轮,2015-09-16
2455734,impeller,動葉輪；葉輪,,泵轮,2015-09-16
2455735,turbine,渦輪機，輪機,,涡轮,2015-09-16
2455736,reactor,反應器；核子反應堆,,导轮,2015-09-16
2455737,blade,葉片，刀片，輪葉，旋翼,,叶片,2015-09-16
2455738,cascade,串接；串列,,叶栅,2015-09-16
2455739,pneumatic transmission,氣動傳送；氣動傳輸,,气压传动,2015-09-16
2455740,pneumatics,氣力學；氣壓學,,气动技术,2015-09-16
2455741,pneumatic system,氣流系統；氣動系統；氣壓系統；空壓系統；氣動操作系統,,气动系统,2015-09-16
2455742,pneumatic circuit,氣壓回路,,气动回路,2015-09-16
2455743,pneumatic control,氣力控制,,气动控制,2015-09-16
2455744,air consumption,空氣消耗量,,耗气量,2015-09-16
2455745,Overflow discharge,溢流量,,溢流量,2015-09-16
2455746,air dryer,空氣乾燥器；風乾器,,空气干燥器,2015-09-16
2455747,air conditioner unit,空氣調節器設備；空氣調節器裝置；空氣調節器組合件,,空气调解单元,2015-09-16
2455748,atomized lubricator,原子化潤滑器,,油雾器,2015-09-16
2455750,dual-pressure valve,雙壓閥,,双压阀,2015-09-16
2455751,servo valve,伺服閥,,伺服阀,2015-09-16
2455752,cylinder,缸；氣缸；汽缸；缸筒；圓筒；圓柱,,气缸,2015-09-16
2455753,air motor,氣動馬達,,气马达,2015-09-16
2455754,electric drive,電力驅動,,电气传动,2015-09-16
2455755,controlling system,控制系統；施控系統,,施控系统,2015-09-16
2455756,controlling equipment,控制設備,,施控系统,2015-09-16
2455757,control system,控制系統,,控制系统,2015-09-16
2455758,manufacturing technology,製造技術,,机械制造工艺,2015-09-16
2455759,machining,機製；切削；機械加工,,机械加工,2015-09-16
2455760,chipless machining,無屑加工,,无屑加工,2015-09-16
2455761,partial chipless machining,部分切削加工,,少切屑加工,2015-09-16
2455762,tool,工具；刀具,,工具,2015-09-16
2455763,raw material,原料,,原材料,2015-09-16
2455764,blank,毛胚，胚料,,毛坯,2015-09-16
2455765,workpiece,工件,,工件,2015-09-16
2455766,operation,操作；操動；運動,,工序,2015-09-16
2455767,manufacturing process,製程,,工艺过程,2015-09-16
2455768,process parameter,程序參數,,工艺参数,2015-09-16
2455769,process specification,加工規格；製程規格,,工艺规范,2015-09-16
2455770,manufacturing equipment,製造設備,,工艺设备,2015-09-16
2455771,machine tool,機具；工具機,,机床,2015-09-16
2455772,tooling,工具準備,,工艺装备,2015-09-16
2455773,datum,基準,,基准,2015-09-16
